company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
Suntec Web Services Private Limited,"New Delhi(Rani Bagh), Delhi / NCR",unknown,"data annotation, analytical, it skills, machine learning, artificial intelligence",contract,1198690.0,2-6,Data Annotation Manager (AI/ML) | Work From Office (Delhi - Pitampura),2.0,6.0,Senior,5,data annotation,11.99
AreteIR,Hyderabad/Secunderabad,undergraduate,"it skills, cloud, product management, ms sql, big data, azure, performance tuning, cloud computing",contract,1208436.0,4-6,Data Architect,4.0,6.0,Senior,8,it skills,12.08
Microsoft,Mumbai,postgraduate,"it skills, python, data science, machine learning, artificial intelligence, cloud, oracle, computer science",contract,716323.0,6-8,Cloud Solution Architect - Data & Analytics,6.0,8.0,Senior,8,it skills,7.16
Exela Technologies,Pune,undergraduate,"python, big data analytics, data pipeline, it skills, java, software development, data science, machine learning",contract,850180.0,3-7,Big Data Architect - Immediate Joiners only,3.0,7.0,Senior,8,python,8.5
Augusta Infotech,Gurgaon,undergraduate,"rdbms, data visualization, business intelligence, mongodb, database designproduct engineering, hbase, sourcing, azure",contract,1304150.0,0-3,Head Data Innovation & Analytics Platform,0.0,3.0,Mid,8,rdbms,13.04
Aera Technology,Pune,undergraduate,"it skills, product management, computer science, san, automation, artificial intelligence, machine learning, natural language processing",contract,2158829.0,4-6,Product Manager - Data Integration,4.0,6.0,Senior,8,it skills,21.59
Vmware,Bangalore/Bengaluru,postgraduate,"it skills, python, testing, tableau, sap, vmware, tam, customer analytics",contract,1164239.0,0-1,Lead Business Analyst - BI/Business Intelligence,0.0,1.0,Entry,8,it skills,11.64
LogicPlum,Trivandrum/Thiruvananthapuram,postgraduate,"python, c++, analytical, it skills, data science, computer science, intern, networking",full-time,537564.0,2-4,Data Science,2.0,4.0,Mid,8,python,5.38
Diverse Lynx,Gurgaon,undergraduate,"application support, data migration, sap, healthcare, scrum, scheduling, data quality, informatica",contract,2406832.0,4-6,GE- Healthcare_PLSQL Developer/ AWS Architect/ Bid data,4.0,6.0,Senior,8,application support,24.07
CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,postgraduate,"predictive modeling, data science, data analysis, data processing",full-time,1299397.0,2-3,Data science-subha- Brillio,2.0,3.0,Mid,4,predictive modeling,12.99
ERM Placement Services (P) Ltd.,"Kolkata, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",undergraduate,"azure data factory, azure synapse, azure databricks, it skills, azure, python",full-time,1271797.0,1-4,Azure + data factory + Databricks,1.0,4.0,Mid,6,azure data factory,12.72
CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,undergraduate,"data science, machine learning, python",contract,1082203.0,3-4,Data Science,3.0,4.0,Mid,3,data science,10.82
CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,postgraduate,"deep learning, nlp, machine learning, statistical modeling, matlab, numpy, python",full-time,2146749.0,0-2,Data science,0.0,2.0,Entry,7,deep learning,21.47
Augusta Infotech,Gurgaon,undergraduate,"product engineering, azure, database design, mongodb, data visualization, business intelligence, hbase, analytics",contract,2487073.0,5-7,Head Data Innovation & Analytics Platform,5.0,7.0,Senior,8,product engineering,24.87
GenInvo,Gurgaon/Gurugram,postgraduate,"data science, nlp, deep learning",contract,990725.0,6-8,Architect Data Science (Deep Learning and NLP Expert),6.0,8.0,Senior,3,data science,9.91
Deutsche Bank,Bangalore/Bengaluru,postgraduate,"data analysis, database design, data quality, scrum, data mining, business intelligence, analytics lead, sql",full-time,350238.0,3-4,Lead Analytics Analyst,3.0,4.0,Mid,8,data analysis,3.5
Sapiens International,Bangalore/Bengaluru,unknown,"advance pl sql, hp al, jira, selenium, testing, zephyr, sql, python",full-time,2248902.0,4-7,Quality Analyst Team Lead - D & BA,4.0,7.0,Senior,8,advance pl sql,22.49
Becton Dickinson India Pvt Ltd,Bangalore/Bengaluru,undergraduate,"business process, solution architecture, metadata, regression testing, application development, gap analysis, data quality, unit testing",contract,803937.0,2-5,Lead Solution Analyst,2.0,5.0,Mid,8,business process,8.04
Sapiens International,Bangalore/Bengaluru,undergraduate,"etl, presentation, sql scripting, ms office, analytical, data integration, data migration, erp",contract,352749.0,4-5,System & Migration Analyst Leader,4.0,5.0,Mid,8,etl,3.53
IBM,Bangalore/Bengaluru,undergraduate,"power bi, data analytics, sql, tableau, database modelling, communication, written, excel",full-time,2268657.0,4-6,Lead Analyst - BI,4.0,6.0,Senior,8,power bi,22.69
Altisource Business Solutions Pvt Ltd,Bengaluru,undergraduate,"analytical, employee engagement, wellness, windows, qlikview, data visualization, forecasting, analytics",contract,1414623.5,4-6,"Lead Analyst , People Analytics",4.0,6.0,Senior,8,analytical,14.15
Altisource Business Solutions Pvt Ltd,Bangalore/Bengaluru,postgraduate,"communication skills, excel, insights, life insurance, employee engagement, data visualization, tableau, data analytics",contract,830668.0,4-6,"Lead Analyst , People Analytics",4.0,6.0,Senior,8,communication skills,8.31
Prevalent AI India Private Limited,"Kochi, Kakinada",postgraduate,"it skills, python, machine learning, big data, computer science, performance tuning, linux, coding",full-time,1703863.0,3-4,Application Architect ( Big Data ),3.0,4.0,Mid,8,it skills,17.04
Liquiloans,Mumbai,postgraduate,"data scientist, data analytics, project head, solution design, solution implementation",contract,1414623.5,5-7,Head - Data Science & Analytics,5.0,7.0,Senior,5,data scientist,14.15
Liquiloans,Mumbai,unknown,"data scientist, data analytics, analytics, data science, consulting bfsi, data management, big data",full-time,2379998.0,6-8,Head - Analytics & Data Science,6.0,8.0,Senior,7,data scientist,23.8
Seven Consultancy (HR Solution),Hyderabad/Secunderabad,postgraduate,"computer science, software design, big data analytics, consulting, machine learning, scala, data processing, data visualization",full-time,1507736.0,5-6,Big data Architect,5.0,6.0,Senior,8,computer science,15.08
Seven Consultancy (HR Solution),Hyderabad/Secunderabad,undergraduate,"product management, computer science, c++, automation, sas, consulting, machine learning, ruby",full-time,1943365.0,2-4,Data Science Manager,2.0,4.0,Mid,8,product management,19.43
Anicalls,Hyderabad/Secunderabad,undergraduate,"hive, performance tuning, nosql, rdbms, hadoop, windows, troubleshooting, apache",full-time,2081617.0,2-6,Talend Big Data Consultant,2.0,6.0,Senior,8,hive,20.82
Sutherland Global Services Inc,Hyderabad/Secunderabad,undergraduate,"it skills, python, big data, tableau, power bi, data analysis, healthcare, open source",contract,1242550.0,6-7,Data Analytics,6.0,7.0,Senior,8,it skills,12.43
crayon-data,Chennai,postgraduate,"product management, deep learning, nosql, data science, aviation, machine learning, maya, big data",contract,931185.0,0-1,Head Of Data Science,0.0,1.0,Entry,8,product management,9.31
T & A Solutions,Mohali,undergraduate,"computer science, operations research, data science, analytical, machine learning, data analyst, data visualization, data mining",contract,1956644.0,2-4,Data Scienntist,2.0,4.0,Mid,8,computer science,19.57
T2 Innovations,Chennai,postgraduate,"ms sql, networking, data architect, mysql, consulting, agile, network security, oracle",full-time,2003501.0,1-2,AWS Cloud Data Architect - JD - T2 Innovations,1.0,2.0,Entry,8,ms sql,20.04
Evolvus Group,Pune,postgraduate,"data curation, molecular biology, biotechnology, bioinformatics, microbiology, pharmacology",full-time,1907535.0,1-4,Biology Data Curator,1.0,4.0,Mid,6,data curation,19.08
T2 Innovations,"Chennai, chennai",postgraduate,"ms sql, networking, data architect, mysql, consulting, agile, network security, html",contract,1414623.5,1-6,AWS Cloud Data Architect - JD,1.0,6.0,Senior,8,ms sql,14.15
Microsoft,Noida,postgraduate,"it skills, python, cloud, program management, big data, aws, azure, computer science",contract,1414623.5,1-3,Principal Data Sciences Manager,1.0,3.0,Mid,8,it skills,14.15
aarete,"Hyderabad/Secunderabad, Pune",unknown,"san, architecture, data architect, consulting, healthcare, data structures, crm, sql",contract,2323478.0,5-7,AWS Data Architect,5.0,7.0,Senior,8,san,23.23
NEEMTREE INTERNET PVT LTD,Gurgaon/Gurugram,postgraduate,"training, deep learning, data science, machine learning, data visualization, business intelligence, analytics, python",full-time,2150925.0,4-6,Data Science Trainer,4.0,6.0,Senior,8,training,21.51
C P CAREERS PRIVATE LIMITED,Bangalore/Bengaluru,postgraduate,"sql, mariadb, azure architecture, hadoop, spark, postgresql, big data, aws",contract,1970124.0,1-6,Data Engineer_Scala,1.0,6.0,Senior,8,sql,19.7
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Vijayawada, Hyderabad/Secunderabad, Ahmedabad",undergraduate,"sql, hyperion essbase, essbase, hyperion financial management, oracle database, fcc, oic, oracle erp",full-time,2373576.0,5-6,Job Opening-Cloud Administrator/Data Base Administrator,5.0,6.0,Senior,8,sql,23.74
Joveo,Hyderabad/Secunderabad,undergraduate,"it skills, data science, health insurance, b2b, saas, machine learning, product life cycle, product head",full-time,1547076.0,5-7,Product Manager - Data Science,5.0,7.0,Senior,8,it skills,15.47
Analytics Vidhya Educon Pvt. Ltd,Gurgaon,undergraduate,"usage, data science, machine learning, sas r, author, predictive modeling, matlab, analytics",full-time,2119314.0,6-7,Data Science Evangelist,6.0,7.0,Senior,8,usage,21.19
Diverse Infotech Pvt. Ltd.,Gurgaon,postgraduate,"mysql, ms access, analytical, data science, analytics",full-time,1866488.0,3-5,Data Science Analytics,3.0,5.0,Mid,5,mysql,18.66
Advance Auto Parts,Hyderabad/Secunderabad,postgraduate,"data analysis, agile, json, troubleshooting, data mining, jira, analytics, automotive",contract,953443.0,4-5,Data Manager,4.0,5.0,Mid,8,data analysis,9.53
CELEBAL TECHNOLOGIES PRIVATE LIMITED,"Pune, Jaipur, Delhi / NCR",postgraduate,"azure databricks, pyspark, big data, it skills, python, cloud, aws, azure",full-time,1069720.0,2-3,Big Data Architect,2.0,3.0,Mid,8,azure databricks,10.7
Prolifics,"Hyderabad/Secunderabad, Pune",postgraduate,"superset, tableu, cognos, data warehousing, java, scala, azure cloud, powerbi",full-time,2335337.0,1-6,Data Analytics Architect,1.0,6.0,Senior,8,superset,23.35
Careerera,Noida(Sector-59 Noida),postgraduate,"data science, corporate trainer, python trainer, trainer, algorithms, python, communication, machine learning",contract,822480.0,4-6,Data Science Trainer | AI | Machine Learning | Python |,4.0,6.0,Senior,8,data science,8.22
Socure India,Chennai,undergraduate,"unix, telecom, automation, linux, development manager, coding, javascript, selenium",contract,1251507.0,5-6,Data and Data Services,5.0,6.0,Senior,8,unix,12.52
Microsoft,Hyderabad/Secunderabad,undergraduate,"keras, spark, h20, microsoft azure, mllib, big data, c#, machine learning",contract,1054830.0,2-3,Delivery Data Science,2.0,3.0,Mid,8,keras,10.55
CENTURYSOFT PVT LTD,Pune,postgraduate,"com, c++, data analysis, data modeling, debugging, tools, mongodb, solution architect",full-time,1112912.0,6-8,Hadoop Solution Architect: Big Data Solution Architect,6.0,8.0,Senior,8,com,11.13
EXCELVANA PVT. LTD,"Bhubaneswar, Hyderabad/Secunderabad, Bangalore/Bengaluru",undergraduate,"scala developer, scala, bigdata, big data, java, spark, aws, hadoop",full-time,1414623.5,4-5,Scala Developer / Big Data For Wipro HYD / BLR / Bhubaneswar,4.0,5.0,Mid,8,scala developer,14.15
Bytes To Bots Consultancy Services Private Limited,"Hyderabad/Secunderabad, Chennai",undergraduate,"hive, flink, jenkins, sparkml, apis, nosql dbs, devops, oozie",contract,2496281.0,2-4,Big data Developer,2.0,4.0,Mid,8,hive,24.96
SIGNITY CORPORATE SOLUTIONS PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai",undergraduate,"apis, spark, oozie, docker, cdc, kubernetes, nifi, scala",full-time,2339582.0,7-8,Big data Developer,7.0,8.0,Senior,8,apis,23.4
Ameriprise Financial,Noida,postgraduate,"computer science, ms sql, production support, data modeling, ssrs, asset management, qlikview, oracle",full-time,1630652.0,3-4,Lead Business Systems Analyst,3.0,4.0,Mid,8,computer science,16.31
Mindstech Recruitment,Gurgaon/Gurugram,postgraduate,"artificial intelligence, big data, machine learning, aws, java, openshift, core java, saas",contract,770384.0,0-7,"SSE/ TL- AIOps & Big Data ,Machine Learning, AWS, Scala, Java & Python",0.0,7.0,Senior,8,artificial intelligence,7.7
Diverse Lynx,Gurgaon/Gurugram,undergraduate,"it skills, python, azure, sql queries, warehouse, query optimization, ssis, sql",full-time,985856.0,7-8,Azure Data Engineer_B2/C1,7.0,8.0,Senior,8,it skills,9.86
Access Healthcare,Chennai,unknown,"power bi, it skills, python, data science",full-time,1008605.0,6-8,Looking For Data Analytics with Power BI experience - Work from office,6.0,8.0,Senior,4,power bi,10.09
Franklin Templeton,Chennai,undergraduate,"business process, automation, data management, edc, data governance, healthcare, informatica, analytics",contract,2422611.0,0-2,Enterprise Data Specialist,0.0,2.0,Entry,8,business process,24.23
PreludeSys,Chennai,unknown,"snowflake, execution, python, r, data analytics, spark, scala, data architecture",contract,993047.0,3-4,Data Manager | PreludeSys India | Great place To Work | Chennai,3.0,4.0,Mid,8,snowflake,9.93
CES,Remote,undergraduate,"oracle data integrator, oci, odi, oracle fusion, it skills, cloud, oracle, data integration",contract,1488873.0,6-7,Oracle Data Architect,6.0,7.0,Senior,8,oracle data integrator,14.89
Vision Beyond Resources India Private Limited,Noida,undergraduate,"package configuration, azure data factory, sql, scala, apache spark, databricks, spark",full-time,2339559.0,3-5,Azure Data Factory- Immediate Joiner,3.0,5.0,Mid,7,package configuration,23.4
Seven Consultancy (HR Solution),New Delhi,postgraduate,"data science, big data analytics, consultancy, data quality, cost optimization, recruitment",full-time,1695805.0,0-3,Big Data Science Manager,0.0,3.0,Mid,6,data science,16.96
Data Axle,Pune,undergraduate,"big data technologies, agile, data science, analytics, product management, it skills, big data, computer science",full-time,2015973.0,1-4,"Product Owner, Data Modeling",1.0,4.0,Mid,8,big data technologies,20.16
Objectwin,Chennai,undergraduate,"data science, machine learning, azure data science, devops, azure pipelines, ngaa platform, data analysis, azure machine learning",contract,984855.0,0-2,Azure Data Science Professional,0.0,2.0,Entry,8,data science,9.85
Vitosha Inc.,Hyderabad/Secunderabad(Kushaiguda +1),undergraduate,"azure, hadoop, spark, data analytics, aws, it skills, java, python",contract,1439007.0,1-7,Big data architect (AWS and Azure),1.0,7.0,Senior,8,azure,14.39
Agilisium Consulting,Siddipet,undergraduate,"it services, staffing, machine learning, agile, management, risk management, business intelligence, data mining",contract,1164063.0,3-5,Agilisium - Delivery Manager - (Cloud/Data) in Saidapet,3.0,5.0,Mid,8,it services,11.64
PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,undergraduate,"supply chain, computer science, data analysis, data management, machine learning, apache, teradata, business intelligence",full-time,328575.0,1-2,Executive Manager - Data Modelling,1.0,2.0,Entry,8,supply chain,3.29
Agilisium Consulting,Chennai,postgraduate,"it services, staffing, machine learning, agile, management, risk management, business intelligence, data mining",contract,1530362.0,4-7,Delivery Manager-Data,4.0,7.0,Senior,8,it services,15.3
Micron Tech,Hyderabad/Secunderabad,postgraduate,"data management, data quality, enterprise master data, data governance",full-time,1579295.0,2-3,Data Management Specialist,2.0,3.0,Mid,4,data management,15.79
Micron Tech,Hyderabad/Secunderabad,postgraduate,"data management, data quality, customer focus, master data, data governance",full-time,2410383.0,6-7,Data Management Specialist,6.0,7.0,Senior,5,data management,24.1
Techwave Consulting,Hyderabad/Secunderabad,undergraduate,"data architect, cloud, cloud data lake, bigdata, etl tool, oracle, hadoop, data enterprise",contract,398465.0,2-7,Data Architect,2.0,7.0,Senior,8,data architect,3.98
Microsoft,Gurgaon/Gurugram,undergraduate,"computer science, customer acquisition, product engineering, architecture, consulting, mysql, microsoft, information technology",contract,1790626.0,3-5,Digital Cloud Solution Architect - Data & AI,3.0,5.0,Mid,8,computer science,17.91
Aes Technologies (india) Pvt.,Coimbatore,undergraduate,"microstrategy, it services, coding, mysql, web development, debugging, informatica, unit testing",full-time,1650356.0,3-7,Data architect,3.0,7.0,Senior,8,microstrategy,16.5
techcarrot FZ LLC,Hyderabad/Secunderabad,postgraduate,"datawarehousing, metadata, troubleshooting, communication, data modeling, computer science, san, team management",full-time,1797463.0,4-6,Data Modeler,4.0,6.0,Senior,8,datawarehousing,17.97
BrickRed Systems,Noida,unknown,"it skills, software development, testing, cloud, product management, ms sql, big data, unix",full-time,2162162.0,5-6,Data Architect,5.0,6.0,Senior,8,it skills,21.62
Expeditors International,Chennai(Vadapalani),postgraduate,"edi, it skills, java, as2, powershell, ftp, cleo vl trader, sftp",full-time,1414623.5,1-7,Data Communications Support - IS CIS,1.0,7.0,Senior,8,edi,14.15
DATA AXLE SOLUTIONS PRIVATE LIMITED,Pune,postgraduate,"product development, cloud, database development, data engineering db developers, product development life cycle, cloud databases, analytics data, big",contract,1623990.0,6-8,Product Owner - IDMS Databases,6.0,8.0,Senior,8,product development,16.24
Advanced Technology Consulting Service (ATCS),Jaipur,undergraduate,"maven, prototype, project management, analytical, xml, presales, apache, big data",full-time,1596590.0,5-6,Big Data Architect,5.0,6.0,Senior,8,maven,15.97
Third Eye Consulting Services & Solutions,Kolkata,postgraduate,"it skills, java, python, cloud, project management, big data, aws, root cause analysis",contract,1081797.0,5-6,Data & Cloud Architect,5.0,6.0,Senior,8,it skills,10.82
Think360,Mumbai,unknown,"business intelligence, master data management, data warehousing, data management, data processing, data engineering, data architecture, analytics",full-time,2346111.0,7-8,Technical Manager ( Data Warehouse & Business Intelligence),7.0,8.0,Senior,8,business intelligence,23.46
Technovert Solutions Pvt. Ltd.,Hyderabad/Secunderabad,undergraduate,"collibra, data quality, data governance, c suite, metadata management, data governance roadmap, data engineering, consulting",full-time,997444.0,1-2,Manager - Data Governance,1.0,2.0,Entry,8,collibra,9.97
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",postgraduate,"azure sql, data lake, etl, nosql, data warehouse, data modelling, modelling, azure data flow",full-time,1163965.0,5-6,Data Modeler,5.0,6.0,Senior,8,azure sql,11.64
Xalted Information Systems Pvt. Ltd.,Mumbai,undergraduate,"elasticsearch, css, hbase, angularjs, janusgraph, communication, jquery, nosql",contract,2275081.0,1-4,Developement Manager - Big Data,1.0,4.0,Mid,8,elasticsearch,22.75
Equity Data Science,Mumbai,undergraduate,"data science, hadoop, big data, data analysis, data engineer, data collection, spark, financial markets",contract,1165506.0,7-8,Equity Data Science,7.0,8.0,Senior,8,data science,11.66
Diverse Lynx,Gurgaon,undergraduate,"communication, oracle, etl, multi platform, db2, mdm, sql server, data warehousing",contract,1414623.5,7-8,Michelin_Solution / Data Architect C1/C2,7.0,8.0,Senior,8,communication,14.15
Bigtapp Analytics,Chennai,unknown,"it skills, java, python, data science, cloud, oracle, ms sql, aws sagemaker",full-time,2061872.0,0-2,Big Data Architect - Hadoop/Kafka,0.0,2.0,Entry,8,it skills,20.62
experionglobal,"Kochi, Trivandrum",undergraduate,"it skills, cloud, devops, tableau, power bi, azure, pdf, data management",contract,1406771.0,5-6,Azure Data Specialist,5.0,6.0,Senior,8,it skills,14.07
Galytix,Gurgaon,undergraduate,"computer science, architecture, compliance, analytical, data architect, deployment, management, financial services",contract,1480520.0,0-2,Data Architect/Data Modeler,0.0,2.0,Entry,8,computer science,14.81
TransUnion,Pune,postgraduate,"it skills, python, data science, big data, computer science, c++, data analysis, linux",contract,344733.0,2-6,Data Developer,2.0,6.0,Senior,8,it skills,3.45
Techstar Software Development India Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",unknown,"guidewire products, guidewire platform, guidewire claims, gosu scripting, guidewire application development, ui data, application integration, data modeling",contract,2410822.0,3-6,Guidewire Developer - Data Modeling,3.0,6.0,Senior,8,guidewire products,24.11
Survik Software Pvt Ltd,Pune,postgraduate,"spark, big data, unix, bigdata, kafka, hive, pyspark, sql",full-time,336221.0,4-5,Hiring For Big data developer,4.0,5.0,Mid,8,spark,3.36
NTT DATA,Bangalore/Bengaluru,postgraduate,"it skills, python, machine learning, cloud, devops, big data, azure, data analysis",contract,1908386.0,0-6,Systems Integration Senior Analyst,0.0,6.0,Senior,8,it skills,19.08
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",postgraduate,"predictive modeling, business intelligence, python, analytics consulting, tableau, machine learning, powerbi, reporting",contract,1693477.0,2-3,Senior Business Analyst - Analytics Consulting | Tiger Analytics |,2.0,3.0,Mid,8,predictive modeling,16.93
idfc first bank,Bangalore/Bengaluru,postgraduate,"analyst, business analyst, test strategy, business analytics, analytical, banking, data analytics, management",contract,2157321.0,2-6,Senior Business Analyst,2.0,6.0,Senior,8,analyst,21.57
RWS Moravia,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",postgraduate,"certified black belt, powerpoint, excel, sql, analytical, business intelligence reporting, black belt, six sigma",full-time,627502.0,0-3,Senior Business Intelligence Analyst (Six Sigma Black Belt),0.0,3.0,Mid,8,certified black belt,6.28
Arrow Electronics,"New Delhi, Bangalore/Bengaluru",postgraduate,"c++, data modeling, xml, jsp, javascript, html, application development, information technology",full-time,1414623.5,2-3,"Senior Technical Analyst, Web Applications",2.0,3.0,Mid,8,c++,14.15
Arrow Electronics,Bangalore/Bengaluru,unknown,"c++, data modeling, xml, jsp, javascript, html, application development, information technology",full-time,1054266.0,1-3,"Senior Technical Analyst, Web Applications",1.0,3.0,Mid,8,c++,10.54
Meredith Corporation,Bangalore/Bengaluru,unknown,"microstrategy, ms sql, data analysis, data modeling, javascript, html, http, teradata",contract,1738934.0,0-1,Senior Analyst - Business Intelligence,0.0,1.0,Entry,8,microstrategy,17.39
Envestnet | Yodlee,Bangalore/Bengaluru,undergraduate,"data science, communication skills, scala, hadoop, big data, model validation, spark, data analytics",contract,2159921.0,4-6,Senior Analyst - Model Validation,4.0,6.0,Senior,8,data science,21.6
NTT DATA,Pune,postgraduate,"requirements analysis, soap ui, postman, sql, unix, etl testing, estimation, it skills",contract,1174933.0,6-7,Systems Integration Senior Analyst,6.0,7.0,Senior,8,requirements analysis,11.75
Shell,Bangalore/Bengaluru,undergraduate,"it sourcing, procurement, servicenow, supplier management, iqn, data analysis, it sourcing business analyst, external contractor sourcing",full-time,1826006.0,6-7,Sr. IT Sourcing Business Analyst,6.0,7.0,Senior,8,it sourcing,18.26
Clarivate,Bangalore/Bengaluru,undergraduate,"product management, excel, analytical, pricing strategy, packaging, data visualization, pricing analyst, stakeholder management",contract,2238755.0,0-1,Senior Pricing Analyst,0.0,1.0,Entry,8,product management,22.39
K12 Techno Services,Bangalore/Bengaluru,undergraduate,"power bi, tableau, data analytics, sales analytics, business analysis, pivot table, microsoft power bi, excel",contract,356902.0,6-7,Sr. Business Analyst (Sales Analytics) - Bangalore,6.0,7.0,Senior,8,power bi,3.57
NTT DATA,Bangalore/Bengaluru,undergraduate,"ticketing, media management, data management, senior analyst, project coordination, management, windows, vendor coordination",full-time,2335896.0,0-6,Field Tech Senior Analyst,0.0,6.0,Senior,8,ticketing,23.36
NTT DATA,Bangalore/Bengaluru,undergraduate,"apex programming, salesforce, rest, sql, salesforce com, soap apis, it skills, analyst",contract,1607476.0,7-8,Digital Solution Consultant Sr. Analyst,7.0,8.0,Senior,8,apex programming,16.07
Hotstar,Bangalore/Bengaluru,postgraduate,"analyst, digital analytics, operations research, adobe analytics, data modeling, marketing campaigns, data analytics, business intelligence",contract,1746066.0,7-8,Senior Analyst,7.0,8.0,Senior,8,analyst,17.46
ABP EMPOWER,Chandigarh,postgraduate,"bpo, procurement, process mapping, sales, business analyst, business analysis, research, data mining",contract,1414623.5,4-6,Senior Business Analyst,4.0,6.0,Senior,8,bpo,14.15
SALESFORCE,Hyderabad/Secunderabad,postgraduate,"data analysis, payroll, salesforce.com, manager technology, troubleshooting, operations, analytics, downstream",full-time,2075060.0,4-6,Sr Business Systems Analyst,4.0,6.0,Senior,8,data analysis,20.75
Uber,Hyderabad/Secunderabad,unknown,"bpo, analytical skills, business transformation, business analyst, process improvement, data analytics, quality operations, operations",contract,1414623.5,1-4,Senior Business Transformation Analyst,1.0,4.0,Mid,8,bpo,14.15
Accenture,Hyderabad/Secunderabad,unknown,"business process, process design, consulting, sql, business operations, it skills, python, cloud",full-time,2348285.0,0-7,Senior Analyst-Business Process Design,0.0,7.0,Senior,8,business process,23.48
Ameriprise Financial,Noida,postgraduate,"sas, data management, business analysis, process improvement, financial planning, asset management, operations, financial services",contract,2482577.0,6-7,Sr Business Analyst,6.0,7.0,Senior,8,sas,24.83
Agilent Technologies,"Gurgaon/Gurugram, Manesar",postgraduate,"diagnostics, data management, project management, analytical, debugging, project planning, customer service, troubleshooting",contract,944262.0,6-7,CRM Ops Senior Business Analyst,6.0,7.0,Senior,8,diagnostics,9.44
Freshworks,Chennai,undergraduate,"interpersonal skills, translation, business analyst, data modeling, saas, management, business intelligence, data warehousing",contract,1814341.0,5-7,Senior Business Analyst - Visualization,5.0,7.0,Senior,8,interpersonal skills,18.14
Freshdesk,Chennai,undergraduate,"it skills, tableau, power bi, data transformation, r, sas, business analyst, advanced analytics",full-time,1311643.0,6-7,Senior Business Analyst - Revenue Operations,6.0,7.0,Senior,8,it skills,13.12
Freshdesk,Chennai,unknown,"it skills, software development, testing, project management, bpo, project management, computer science, data management",contract,2375229.0,2-3,"Senior Business Analyst, IT (Marketing)",2.0,3.0,Mid,8,it skills,23.75
eClerx,Pune,postgraduate,"finance operations, technical management, change management, knowledge management, finance, data analytics, delivery management",contract,1244957.0,6-8,Senior Analyst - Finance Operations,6.0,8.0,Senior,7,finance operations,12.45
eClerx,Mumbai,undergraduate,"finance operations, technical management, change management, finance, data analytics, delivery management",contract,1863100.0,3-4,Senior Analyst - Finance Operations,3.0,4.0,Mid,6,finance operations,18.63
Accenture,Mumbai,undergraduate,"project management, consulting, microsoft, operations, business operations, it skills, cloud, power bi",contract,2106722.0,6-8,Senior Analyst-Program and Project Management,6.0,8.0,Senior,8,project management,21.07
Accenture,Chennai,postgraduate,"product quality, claims, consulting, supply chain planning, risk management, it skills, cloud, client relationship",contract,753362.0,5-6,Senior Analyst-Supply chain planning,5.0,6.0,Senior,8,product quality,7.53
Accenture,Gurgaon/Gurugram,undergraduate,"financial statements, direct tax, consulting, taxation, operations, process design, income tax audit, succession planning",full-time,414366.0,1-6,Senior Analyst-Tax,1.0,6.0,Senior,8,financial statements,4.14
Accenture,Mumbai,undergraduate,"data analysis, direct marketing, email marketing, digital marketing, crm, it skills, cloud, css",contract,1757007.0,3-4,Senior Analyst-Campaign Management,3.0,4.0,Mid,8,data analysis,17.57
Accenture,Mumbai,postgraduate,"data analysis, content management, consulting, seo, digital marketing, it skills, display advertising, managed services",contract,1238026.0,4-5,Senior Analyst-Digital Marketing (Content Management),4.0,5.0,Mid,8,data analysis,12.38
BNP Paribas,Mumbai,postgraduate,"business process, due diligence, data management, business analysis, analytical, senior business analyst, visio, financial services",contract,1414623.5,0-6,KYC Business Analyst / Sr. Business Analyst,0.0,6.0,Senior,8,business process,14.15
Johnson & Johnson,Mumbai,undergraduate,"sas, regulatory guidelines, ich gcp, r, public health, clinical research, medical writing, pharma",contract,873150.0,3-5,Senior Statistical Programmer Analyst - Any Location (India),3.0,5.0,Mid,8,sas,8.73
Accenture,Mumbai,postgraduate,"administration, backend, sap, performance management, consulting, it skills, cloud, job analysis",full-time,1414623.5,2-3,Senior Analyst-HR Operations,2.0,3.0,Mid,8,administration,14.15
Accenture,Mumbai,postgraduate,"financial analysis, consulting, forecasting, analytics, balance sheet, it skills, cloud, journal entries",full-time,689620.0,3-5,Senior Analyst-Record To Report,3.0,5.0,Mid,8,financial analysis,6.9
Thomson Reuters,Hyderabad/Secunderabad,undergraduate,"bpo, data analysis, business process, manager quality assurance, coding, analytical, javascript, visio",full-time,1951919.0,0-4,Senior Business Analyst,0.0,4.0,Mid,8,bpo,19.52
