company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
Big Data BizViz,"hyderabad,hyderabad, bengaluru,bengaluru",undergraduate,"it skills, java, python, data science, ms sql, big data, hive, scala",full-time,1889978.0,1-3,Big Data Engineer,1.0,3.0,Mid,8,it skills,18.9,Onsite,hyderabad
Kyndryl,"bengaluru,bengaluru",postgraduate,"it skills, java, python, cloud, project management, big data, aws, root cause analysis",contract,2021789.0,4-5,Data Engineer - Bigdata,4.0,5.0,Mid,8,it skills,20.22,Onsite,bengaluru
Glints,"bengaluru,bengaluru",postgraduate,"agile scrum, business analyst, data modeling, database, data quality, apache, data warehousing, sql",full-time,455441.0,4-7,Data Engineer,4.0,7.0,Senior,8,agile scrum,4.55,Onsite,bengaluru
MLE SYSTEMS PRIVATE LIMITED,remote,postgraduate,"mssql dba, etl tool, it skills, java, python, testing, cloud, ms sql",full-time,335633.0,6-8,Data Engineer,6.0,8.0,Senior,8,mssql dba,3.36,Remote,remote
AECOM,"bengaluru,bengaluru",undergraduate,"analytics, data engineering, data wrangler, data architecture",full-time,1476083.0,1-3,Data and Analytics Data Engineer - EU,1.0,3.0,Mid,4,analytics,14.76,Onsite,bengaluru
Concerto.ai,"bengaluru,bengaluru",undergraduate,"it skills, python, big data, aws, computer science, customer acquisition, metadata, nosql",contract,1855882.0,3-6,Data Engineer,3.0,6.0,Senior,8,it skills,18.56,Onsite,bengaluru
PAGO Analytics,"mumbai, gurugram, bengaluru",postgraduate,"it skills, java, j2ee, python, testing, big data, .net, c++",full-time,2003058.0,4-6,Azure Data Engineer,4.0,6.0,Senior,8,it skills,20.03,Onsite,mumbai
Vision Beyond Resources India Private Limited,remote,postgraduate,"azure databricks, power bi",contract,1953063.0,7-8,Azure Data Engineer,7.0,8.0,Senior,2,azure databricks,19.53,Remote,remote
Collabera Technologies Pvt. Ltd.,"bengaluru,bengaluru",postgraduate,"computer science, metadata, nosql, cassandra, scala, data structures, operations, analysis services",full-time,1432276.0,7-8,Azure Data Engineer,7.0,8.0,Senior,8,computer science,14.32,Onsite,bengaluru
HealthifyMe,bengaluru,undergraduate,"data management, data modeling, artificial intelligence, data structures, data processing, microsoft, data mining, analytics",contract,617956.0,2-3,Data Engineer,2.0,3.0,Mid,8,data management,6.18,Onsite,bengaluru
Tookitaki Holding PTE LTD,"bengaluru,bengaluru",unknown,"sdlc, analytics, hadoop, code review, sprint process, it skills, testing, big data",contract,1202997.0,6-7,Data Engineer,6.0,7.0,Senior,8,sdlc,12.03,Onsite,bengaluru
Xebia IT Architects,bengaluru,undergraduate,"unix, core java, linux, consulting, debugging, data processing, workflow, application development",contract,1966595.0,2-7,Big Data Engineer,2.0,7.0,Senior,8,unix,19.67,Onsite,bengaluru
BizViz Technologies Pvt. Ltd.,"hyderabad, bengaluru",unknown,"it skills, python, data science, cloud, ms sql, javascript, big data, algorithms",full-time,1926762.0,5-6,BDB Big Data Engineer,5.0,6.0,Senior,8,it skills,19.27,Onsite,hyderabad
AppsTek Corp,"mumbai, gurugram, bengaluru",undergraduate,"c++, pdf, consulting, system integration, j2ee, application development, oracle, sdlc",contract,1775032.0,5-7,Azure Data Engineer,5.0,7.0,Senior,8,c++,17.75,Onsite,mumbai
Aidetic,"bengaluru,bengaluru",undergraduate,"kubeflow, sql, python, datarobot, google ai platform, docker, ai, ml model development",full-time,660085.0,3-5,Data Engineer (ML OPs),3.0,5.0,Mid,8,kubeflow,6.6,Onsite,bengaluru
Sequoia Consulting Group,"bengaluru,bengaluru",unknown,"payroll, metadata, backend, product engineering, consulting, data structures, analytics, sql",contract,1273449.0,4-6,Data Engineer,4.0,6.0,Senior,8,payroll,12.73,Onsite,bengaluru
Data Semantics,"bengaluru,bengaluru",undergraduate,"it skills, java, python, testing, data science, cloud, product management, san",contract,1422763.0,7-8,Data Engineer,7.0,8.0,Senior,8,it skills,14.23,Onsite,bengaluru
YPR Informatics Private Limited,"bengaluru,bengaluru",unknown,"ms azure data management, spark, python scripting, iaas paas saas, rdbms ms sql server, saas, etl, iaas",full-time,2183523.0,7-8,Data Engineer,7.0,8.0,Senior,8,ms azure data management,21.84,Onsite,bengaluru
GSPANN,"hyderabad,hyderabad, pune, delhi , ncr",postgraduate,"java, azure, sql, python, azure functions, azure sql dw, adls, spark",full-time,2203147.0,6-8,Azure Data Engineer,6.0,8.0,Senior,8,java,22.03,Onsite,hyderabad
Eli Lilly and Company,"bengaluru,bengaluru",undergraduate,"data modeling, business analysis, coding, agile, scrum, informatica, apache, business intelligence",full-time,1838498.0,0-5,BU IDS - Omnichannel Ops - Data Engineer,0.0,5.0,Mid,8,data modeling,18.38,Onsite,bengaluru
I LINK SOFTWARE PRIVATE LIMITED,remote,undergraduate,"odi, tableau, oracle data integrator, pentaho, sql",full-time,1209401.0,1-2,Data Engineer -Permanent Remote - I Link Software Pvt Ltd,1.0,2.0,Entry,5,odi,12.09,Remote,remote
Eli Lilly and Company,"bengaluru,bengaluru",undergraduate,"coding, technical leadership, agile, healthcare, application development, scrum, apache, business intelligence",contract,2274746.0,3-5,MD IDS - Data Engineer,3.0,5.0,Mid,8,coding,22.75,Onsite,bengaluru
HyreFox Consultants Pvt Ltd,"bengaluru,bengaluru",unknown,"computer science, nosql, coding, data processing, data quality, mongodb, data visualization, monitoring",full-time,1586284.0,2-4,Data Engineer,2.0,4.0,Mid,8,computer science,15.86,Onsite,bengaluru
DOCSKIFF-JAGGAER,"hyderabad,hyderabad, bengaluru,bengaluru",unknown,"it skills, python, software development, data science, aws",contract,1327608.0,4-6,"Python Data Engineer, Product based, Hyderabad.",4.0,6.0,Senior,5,it skills,13.28,Onsite,hyderabad
EPAM Systems,"hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, delhi , ncr",postgraduate,"spark, gcp, cloud, hadoop",contract,1988556.0,7-8,Big Data Engineer - GCP,7.0,8.0,Senior,4,spark,19.89,Onsite,hyderabad
True Beacon,"hyderabad,hyderabad, chennai, bengaluru,bengaluru",postgraduate,"data engineering, workflow management, investment research, java, cloud computing, gcp, big data, data architecture",contract,1619992.0,5-7,Data Engineer,5.0,7.0,Senior,8,data engineering,16.2,Onsite,hyderabad
"ANMUTSOLUTIONS Pvt,Ltd.","hyderabad, bengaluru",undergraduate,"erp, ms sql, data analysis, nosql, cassandra, mysql, scrum, pattern recognition",full-time,599023.0,4-5,Big Data Engineer,4.0,5.0,Mid,8,erp,5.99,Onsite,hyderabad
Pixxel,"bengaluru,bengaluru",undergraduate,"gis, computer science, cloud computing, jquery, rdbms, coding, postgresql, javascript",contract,616765.0,5-7,Geospatial Data Engineer,5.0,7.0,Senior,8,gis,6.17,Onsite,bengaluru
epiFi Technologies,"bengaluru,bengaluru",undergraduate,"it skills, python, cloud, aws, workflow management, hive, open source, scala",contract,1716810.0,0-2,Data Engineer,0.0,2.0,Entry,8,it skills,17.17,Onsite,bengaluru
DataToBiz,"kolkata, mumbai, hyderabad,hyderabad, pune, ahmedabad, chennai, bengaluru,bengaluru, delhi , ncr",postgraduate,"d365, etl, salesforce, it skills, cloud, azure, azure data factory, datalake",contract,1326427.0,4-6,Azure Engineer - Data Warehousing/DataLake,4.0,6.0,Senior,8,d365,13.26,Onsite,kolkata
"Digital Management, LLC","noida, pune, chennai, bengaluru,bengaluru",undergraduate,"docker, cognito, git, pytest, sqs, postgresql, serverless com, python",full-time,2262305.0,4-6,Data Engineer - AWS/SQL/Python,4.0,6.0,Senior,8,docker,22.62,Onsite,noida
DISYS INDIA PRIVATE LIMITED,"pune, chennai, bengaluru,bengaluru",undergraduate,"azure databricks, python, azure data factory",full-time,2201844.0,3-4,Azure Python Data Engineer,3.0,4.0,Mid,3,azure databricks,22.02,Onsite,pune
Deloitte,"pune, bengaluru,bengaluru, delhi , ncr, mumbai ",postgraduate,"it skills, cloud, devops, big data, hive, impala",contract,1861510.0,1-3,Gcp Data Engineer,1.0,3.0,Mid,6,it skills,18.62,Onsite,pune
BrightTALK,"bengaluru,bengaluru",postgraduate,"computer science, system architecture, backend, machine learning, data structures, workflow, pentaho, monitoring",full-time,2493700.0,5-6,Data Engineer,5.0,6.0,Senior,8,computer science,24.94,Onsite,bengaluru
Maxdata Solutions,"noida, mumbai, bengaluru,bengaluru",postgraduate,"java, scala, python, analytics, spark, unix, redshift, aws services",contract,2490998.0,0-3,Data Engineer,0.0,3.0,Mid,8,java,24.91,Onsite,noida
Interactions,"bengaluru,bengaluru",undergraduate,"data migration, linux, coding, data modeling, scheduling, customer service, resource management, operations",contract,2363954.0,2-4,Data Engineer,2.0,4.0,Mid,8,data migration,23.64,Onsite,bengaluru
GXX INDIA PRIVATE LIMITED,"kochi,cochin, ernakulam, chennai, bengaluru,bengaluru",undergraduate,"blobs, adf, etl, azure, sql, it skills, data integration, informatica",contract,1694359.0,6-7,Azure ETL Data Engineer,6.0,7.0,Senior,8,blobs,16.94,Onsite,kochi
Wissen Technology,"hyderabad,hyderabad, pune, gurugram,gurugram, chennai, bengaluru,bengaluru, mumbai ",postgraduate,"sql queries, gcp, bigquery, python, pandas, data engineering, dataproc, rest api",contract,2433924.0,0-6,Immediate Hiring For GCP Data Engineer || Wissen Technology,0.0,6.0,Senior,8,sql queries,24.34,Onsite,hyderabad
Cirus,"bengaluru,bengaluru",postgraduate,"java, spark, python, beam, flink, nifi, redshift, airflow",contract,849886.0,0-5,Data Engineer - Java/Python/Spark,0.0,5.0,Mid,8,java,8.5,Onsite,bengaluru
Ralph Lauren,bengaluru,undergraduate,"microstrategy, automation, agile, data structures, apache, open source, information technology, analytics",full-time,1205501.0,0-6,Data Engineer - DVC,0.0,6.0,Senior,8,microstrategy,12.06,Onsite,bengaluru
BizViz Technologies Pvt. Ltd.,"hyderabad, bengaluru",undergraduate,"algorithms, erp, data analysis, development, technical, social media, service, developing",contract,1414623.5,5-6,Big Data Engineer,5.0,6.0,Senior,8,algorithms,14.15,Onsite,hyderabad
BizViz Technologies Pvt. Ltd.,"hyderabad, bengaluru",postgraduate,"erp, data analysis, development, technical, social media, it, data mining, ideas",full-time,1055106.0,7-8,BDB Big Data Engineer,7.0,8.0,Senior,8,erp,10.55,Onsite,hyderabad
4CRisk.ai,"bengaluru,bengaluru",unknown,"it skills, python, machine learning, cloud, project management, big data, aws, nosql",contract,1387819.0,5-6,Data Engineer,5.0,6.0,Senior,8,it skills,13.88,Onsite,bengaluru
epiFi Technologies,"bengaluru,bengaluru",unknown,"redshift, luigi, python, hudi, airflow, hive, hadoop, gcp",contract,1002372.0,0-5,Data Engineer - SSE,0.0,5.0,Mid,8,redshift,10.02,Onsite,bengaluru
Burgeon IT Services Pvt ltd,"mumbai, hyderabad,hyderabad, pune, chennai, gurugram,gurugram, bengaluru,bengaluru",undergraduate,"it skills, python, it services, computer science, metadata, datastage, data structures, stored procedures",full-time,459647.0,5-7,TeraData / Data Engineer,5.0,7.0,Senior,8,it skills,4.6,Onsite,mumbai
Quality Matrix Inc,"bengaluru,bengaluru",postgraduate,"ci cd, spark, rdbms, postgres, mysql, hadoop, maria, scala",contract,1656862.0,6-7,SSE Data Engineer,6.0,7.0,Senior,8,ci cd,16.57,Onsite,bengaluru
"ANMUTSOLUTIONS Pvt,Ltd.","hyderabad, bengaluru",undergraduate,"erp, data analysis, ms sql, team building, social media, mysql, service, data mining",contract,1052825.0,5-6,BDB Big Data Engineer,5.0,6.0,Senior,8,erp,10.53,Onsite,hyderabad
"ANMUTSOLUTIONS Pvt,Ltd.","hyderabad, bengaluru",postgraduate,"erp, data analysis, ms sql, algorithms, team building, social media, mysql, data mining",contract,822291.0,1-5,BDB Big Data Engineer,1.0,5.0,Mid,8,erp,8.22,Onsite,hyderabad
Pristine Infotech Inc,"mumbai, chennai",unknown,"python, machine learning, sql, it skills, java, testing, data science, oracle",contract,561785.0,2-6,Data Engineer,2.0,6.0,Senior,8,python,5.62,Onsite,mumbai
TMD - The Modern Dimension,"delhi, bengaluru,bengaluru",undergraduate,"nosql, relational sql, data pipeline, scala, c + +, hadoop, big data, data engineer",full-time,1754086.0,4-6,Data Engineer,4.0,6.0,Senior,8,nosql,17.54,Onsite,delhi
VEGA Intellisoft Private Limited,"noida, bengaluru,bengaluru",postgraduate,"crm, azure, data warehousing, adf, microsoft sql server, azure cloud, azure storage, ftp",contract,1414623.5,6-8,Azure ETL Data Engineer,6.0,8.0,Senior,8,crm,14.15,Onsite,noida
SightSpectrum Technology Solutions (P) Ltd.,"hyderabad,hyderabad, pune, bengaluru,bengaluru",postgraduate,"azure databricks, spark, etl, it skills, data science, machine learning, cloud, devops",full-time,662153.0,7-8,Azure Data Engineer,7.0,8.0,Senior,8,azure databricks,6.62,Onsite,hyderabad
Sutherland,"hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, mumbai ",postgraduate,"data warehousing, etl, bpo, data analysis, azure data factory",full-time,1932667.0,7-8,Hiring For Data Engineer,7.0,8.0,Senior,5,data warehousing,19.33,Onsite,hyderabad
Luxoft,"hyderabad,hyderabad, pune, bengaluru,bengaluru",undergraduate,market data,full-time,1473044.0,6-8,Market Data Engineer (Capital Markets),6.0,8.0,Senior,1,market data,14.73,Onsite,hyderabad
Naukri Premium - Employer Services,"gurugram,gurugram, bengaluru,bengaluru, mumbai ",undergraduate,"aws glue, data engineering, spark, kafka",full-time,359343.0,2-4,AWS Data Engineer,2.0,4.0,Mid,4,aws glue,3.59,Onsite,gurugram
BIZ-METRIC INDIA PRIVATE LIMITED,"navi mumbai, pune, bengaluru,bengaluru",postgraduate,"spark, pyspark, aws, ec2, oozie, lambda aws, sql",full-time,732330.0,1-3,"Hiring! Data Engineer | PySpark Developers @ Bizmetric - Pune, Gurga",1.0,3.0,Mid,7,spark,7.32,Onsite,navi mumbai
DEVKRAFT TECHNOLOGIES PRIVATE LIMITED,"bengaluru,bengaluru, delhi , ncr",postgraduate,"hive, hadoop administration, scala, big data, spark",contract,2164390.0,4-6,Data Engineer _ Devkraft,4.0,6.0,Senior,5,hive,21.64,Onsite,bengaluru
USEFULBI PRIVATE LIMITED,"pune, bengaluru,bengaluru, mumbai ",postgraduate,"azure databricks, azure data lake, aws glue, aws lambda, python, sql",contract,1470362.0,3-5,Data engineer(Azure data lake/Aws glue),3.0,5.0,Mid,6,azure databricks,14.7,Onsite,pune
Gelato,"mumbai, bengaluru,bengaluru",postgraduate,"ci cd, bigquery, python, snowflake, etl, power bi, kubernetes, docker",contract,568793.0,3-4,Data Engineer,3.0,4.0,Mid,8,ci cd,5.69,Onsite,mumbai
Integreat,"gurugram,gurugram, bengaluru,bengaluru",undergraduate,"data science, python, sql, it skills, software troubleshooting, graphql, debugging, mongodb",full-time,2109167.0,2-3,Data Engineer - Python/SQL,2.0,3.0,Mid,8,data science,21.09,Onsite,gurugram
KLOUTIX SOLUTIONS PRIVATE LIMITED,"pune, bengaluru,bengaluru",undergraduate,"python, sql, cloud formations, dbt, snowflake, airflow, sqs, communication",contract,473492.0,1-6,Big Data Engineer,1.0,6.0,Senior,8,python,4.73,Onsite,pune
Devkraft Technologies,"delhi , ncr, bengaluru,bengaluru,",unknown,"synapse, service bus, azure data catalog, event grid, sql, azure data lake, azure data factory, azure blob",full-time,707545.0,4-6,Azure Data Engineer,4.0,6.0,Senior,8,synapse,7.08,Onsite,delhi
Balbix,"gurugram,gurugram, bengaluru,bengaluru",undergraduate,"python, data structures, postgres, redis, mongodb, cassandra, druid, elasticsearch",full-time,2274710.0,3-4,Data Engineer,3.0,4.0,Mid,8,python,22.75,Onsite,gurugram
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"vijayawada, hyderabad,hyderabad, ahmedabad",postgraduate,"azure data factory, data warehouse, git, github, adf, azure devops, etl, communication",full-time,2419509.0,0-4,Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,0.0,4.0,Mid,8,azure data factory,24.2,Onsite,vijayawada
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"vijayawada, hyderabad,hyderabad, ahmedabad",unknown,"azure data factory, synapse analytics, github, data warehouse, etl, python, git, data bricks",full-time,1915616.0,4-6,Hiring-Azure Data Engineer/ADF/Azure Data Factory-Anblicks,4.0,6.0,Senior,8,azure data factory,19.16,Onsite,vijayawada
Emblaze Solutions,"mumbai, pune, chennai, coimbatore, bengaluru,bengaluru, trivandrum,thiruvananthapuram",undergraduate,"hive, hadoop, spark, linux, python, azure, scala, unix",contract,962829.0,4-6,Data Engineer / Spark Developer / Hive Developer / Hadoop Developer,4.0,6.0,Senior,8,hive,9.63,Onsite,mumbai
Leuwint,"hyderabad,hyderabad, pune, bengaluru,bengaluru",undergraduate,"unix, python text, jenkins, csv, hdfs, python, apache beam, scrum",full-time,1483497.0,2-4,NDH Ingestion - Data Engineer,2.0,4.0,Mid,8,unix,14.83,Onsite,hyderabad
"Hitachi Solutions, Ltd","hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru",undergraduate,"azure, azure data factory, spark python, data modeling, scala, python, power bi, azure sql data warehouse",contract,1562538.0,2-3,Azure Data Engineer,2.0,3.0,Mid,8,azure,15.63,Onsite,hyderabad
KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,"pune, chennai, coimbatore, bengaluru,bengaluru",postgraduate,"django, scala, spark, python, hive, java, data engineering, oozie",full-time,1482131.0,4-5,Opportunities For Data Engineer,4.0,5.0,Mid,8,django,14.82,Onsite,pune
Central Business Solution,"hyderabad,hyderabad, gurugram,gurugram, bengaluru,bengaluru",undergraduate,"data warehouse, teradata, ms sql server, cassandra, postgresql, hbase, data warehouses, redis",full-time,1803835.0,6-7,Data Engineer,6.0,7.0,Senior,8,data warehouse,18.04,Onsite,hyderabad
INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,"hyderabad,hyderabad, pune, bengaluru,bengaluru",unknown,"big data, hive, python, java, pyspark, hdfs",contract,1550225.0,6-7,Big Data Engineer,6.0,7.0,Senior,6,big data,15.5,Onsite,hyderabad
Ttec Digital Analytics India LLC,"hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru",undergraduate,"pyspark, hive, big data, python, sql, big data development, bash scripting, verbal",contract,1511292.0,6-7,Data Engineer - Python & Big Data,6.0,7.0,Senior,8,pyspark,15.11,Onsite,hyderabad
Altysys,"bengaluru,bengaluru, delhi , ncr, mumbai ",postgraduate,"aws lambda, data pipeline, etl, aws glue, sql, redshift, aws, it skills",contract,1824524.0,6-8,Data Engineer,6.0,8.0,Senior,8,aws lambda,18.25,Onsite,bengaluru
NSE.IT Ltd,mumbai,undergraduate,"nosql, apache spark, python, hadoop, big data, sql, hive, it skills",contract,1414623.5,1-3,Data Engineer,1.0,3.0,Mid,8,nosql,14.15,Onsite,mumbai
Xpheno,"mumbai, hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru",postgraduate,"github, version control, sql database, spark, cloud, power bi, technical architecture, analytics",full-time,1210157.0,3-6,Azure Data Engineer,3.0,6.0,Senior,8,github,12.1,Onsite,mumbai
Quantsys,"bengaluru,bengaluru, delhi , ncr, mumbai ",postgraduate,"mysql, etl, excel, nifi, python, postgresql, csv, it skills",contract,1846427.0,2-4,Data Engineer,2.0,4.0,Mid,8,mysql,18.46,Onsite,bengaluru
Leuwint,"hyderabad,hyderabad, pune, bengaluru,bengaluru",postgraduate,"git, xml, schema, json, informatica, apache, jira, unix shell scripting",contract,2096236.0,5-6,NDH Ingestion - Data Engineer,5.0,6.0,Senior,8,git,20.96,Onsite,hyderabad
Incline Infotech,"pune, bengaluru,bengaluru",unknown,"java, snowflake, mssql, python, data modelling, boomi, tableau, debugging",contract,930846.0,4-5,Python Data Engineer,4.0,5.0,Mid,8,java,9.31,Onsite,pune
Naukri Premium - Employer Services,"gurugram,gurugram, bengaluru,bengaluru",postgraduate,"java, hadoop, big data, spark, hadoop ecosystem, it skills, python, cloud",full-time,1251149.0,1-4,Data Engineer,1.0,4.0,Mid,8,java,12.51,Onsite,gurugram
Accenture,pune,undergraduate,"rest, python, communication, analytical, shell, data mining, mpp, spark",contract,1414623.5,5-7,Data Engineering Application Developer,5.0,7.0,Senior,8,rest,14.15,Onsite,pune
Yatra Online Private Ltd,delhi,postgraduate,"nosql, linux, django, mysql, system design, mongodb, test driven development, sql",contract,1683849.0,2-3,Data Engineer I ( SE - 1 ),2.0,3.0,Mid,8,nosql,16.84,Onsite,delhi
Ciena,pune,postgraduate,"scala, docker, ci cd, aws, python, wireless, java, wan",contract,1414623.5,7-8,Data engineer,7.0,8.0,Senior,8,scala,14.15,Onsite,pune
EA Games (Electronic Arts),hyderabad,unknown,"it skills, java, python, machine learning, aws, xml, agile, html",full-time,578878.0,3-5,Data Engineer I,3.0,5.0,Mid,8,it skills,5.79,Onsite,hyderabad
SALESFORCE,"hyderabad,hyderabad",postgraduate,"data analysis, version control, data science, data modeling, artificial intelligence, machine learning, engineering manager, data structures",contract,1596466.0,5-7,Software Engineering SMTS- Data Intelligence,5.0,7.0,Senior,8,data analysis,15.96,Onsite,hyderabad
MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,bengaluru,unknown,"computer science, personnel management, programming, data structures, system design, hardware, management",full-time,529837.0,0-6,Data Engineer,0.0,6.0,Senior,7,computer science,5.3,Onsite,bengaluru
Saturam Infosystems Private Limited,"bengaluru,bengaluru",postgraduate,"airflow, data engineering, mysql, data analysis, ci cd, ci, gcs, jenkins",full-time,2437585.0,5-7,Data Engineer,5.0,7.0,Senior,8,airflow,24.38,Onsite,bengaluru
Bloom Consulting Services,bengaluru,unknown,"advanced analytics, data analysis, tableau, operations, data management, business analyst, data modeling, analytical",contract,1607063.0,7-8,Visualization and Data Engineer,7.0,8.0,Senior,8,advanced analytics,16.07,Onsite,bengaluru
Cytiva,"bengaluru,bengaluru",postgraduate,"python, sql query, cloud data, apis, terraform, sql, runmyjobs, driven",contract,788628.0,5-7,Data Engineer,5.0,7.0,Senior,8,python,7.89,Onsite,bengaluru
CAI Info India Pvt Ltd.,remote,undergraduate,"talend big data, data engineer, it skills, java, python, data science, cloud, big data",full-time,2338426.0,4-7,Data Engineer with Talend/Big Data - For a 40-year-old MNC - CAI India,4.0,7.0,Senior,8,talend big data,23.38,Remote,remote
Naukri Premium - Employer Services,"chennai, bengaluru,bengaluru",postgraduate,"azure, big data, java, gcp, spark, apache spark, kubernetes, docker",contract,503904.0,3-6,Cloud Data Engineer,3.0,6.0,Senior,8,azure,5.04,Onsite,chennai
Huquo Consulting Pvt. Ltd,"gurugram,gurugram",postgraduate,"machine learning, analytics, python, logistic regression, decision tree, linear regressions, mysql, data science",full-time,1387378.0,5-7,Analyst - Data Science - Python/Machine Learning/Analytics,5.0,7.0,Senior,8,machine learning,13.87,Onsite,gurugram
Envestnet,"bengaluru,bengaluru",undergraduate,"software engineering, scala, hadoop, big data, spark, aws, data analytics, python",contract,2337537.0,7-8,Big Data Engineer,7.0,8.0,Senior,8,software engineering,23.38,Onsite,bengaluru
Envestnet,"bengaluru,bengaluru",undergraduate,"product development, java, software engineering, scala, hadoop, big data, spark, python",full-time,2249014.0,6-8,Big Data Engineer,6.0,8.0,Senior,8,product development,22.49,Onsite,bengaluru
zeotap,"bengaluru,bengaluru",postgraduate,"computer science, nosql, coding, information security, iso 27001, olap, oltp, distribution system",contract,350784.0,7-8,Software Engineer - Data Engineering,7.0,8.0,Senior,8,computer science,3.51,Onsite,bengaluru
Moveworks,"bengaluru,bengaluru",postgraduate,"hbase, mysql, postgres, it skills, machine learning, cloud, analytics",contract,490618.0,5-6,Software Engineer Data Platform,5.0,6.0,Senior,7,hbase,4.91,Onsite,bengaluru
Federation of Indo Israeli Chambers of Commerce,remote,postgraduate,"java, ci cd, sql queries, python, data warehouse, bi, aws, analytical",full-time,1515585.0,4-6,Data Engineer,4.0,6.0,Senior,8,java,15.16,Remote,remote
SLICER SOLUTIONS (P) LTD.,"bengaluru,bengaluru",undergraduate,"postgresql, ms sql server, etl, databases, software development, linux, stored procedures, rdbms",full-time,2346351.0,0-1,Data Engineer,0.0,1.0,Entry,8,postgresql,23.46,Onsite,bengaluru
Vision Beyond Resources India Private Limited,"bengaluru,bengaluru",postgraduate,"aws glue, python, data analysis, apache, data modeling, spark, aws, sql",full-time,1799815.0,3-4,Data Engineer,3.0,4.0,Mid,8,aws glue,18.0,Onsite,bengaluru
Vision Beyond Resources India Private Limited,"bengaluru,bengaluru",undergraduate,"aws glue, sql queries, python, data analysis, apache, data modeling, big data",contract,596106.0,0-2,Data Engineer,0.0,2.0,Entry,7,aws glue,5.96,Onsite,bengaluru
Andor Tech (India) Pvt Ltd,"bengaluru,bengaluru",undergraduate,"spark, scala, sql, hive, ci cd, postgresql",full-time,305770.0,1-3,Big Data Engineer,1.0,3.0,Mid,6,spark,3.06,Onsite,bengaluru
CBA Services Private Limited,"bengaluru,bengaluru",postgraduate,"bpo, troubleshooting, metadata, data management, coding, analytical, agile, ab initio",contract,2086598.0,2-4,Data Engineer,2.0,4.0,Mid,8,bpo,20.87,Onsite,bengaluru
Aviation Indeed,"bengaluru,bengaluru",postgraduate,"aws, python, ec2, kafka, emr, dask, big data, storm",contract,661034.0,5-6,Data Engineer - Python/AWS,5.0,6.0,Senior,8,aws,6.61,Onsite,bengaluru
Carbynetech India,"hyderabad,hyderabad, bengaluru,bengaluru",unknown,"azure, adb, communication, data warehouse, snowflake, written, azure cloud, adf",contract,419988.0,4-6,Azure Data Engineer,4.0,6.0,Senior,8,azure,4.2,Onsite,hyderabad
RCPC,"bengaluru,bengaluru",undergraduate,"data warehousing, sql, data warehouse, sap erp, azure sql, azure, it skills, sap",full-time,1496593.0,4-7,Data Engineer,4.0,7.0,Senior,8,data warehousing,14.97,Onsite,bengaluru
Neudesic Technologies,"bengaluru,bengaluru",postgraduate,"pyspark, azure data factory, sql dbs, power bi, azure data lake gen2, scala, ci cd, python",full-time,1242446.0,4-6,Azure Data Engineer,4.0,6.0,Senior,8,pyspark,12.42,Onsite,bengaluru
Rakuten,"bengaluru,bengaluru",undergraduate,"hadoop, hive, azure, pyhton, aws, it skills, data engineering, data migration",full-time,2170441.0,3-4,HIRING DATA ENGINEER,3.0,4.0,Mid,8,hadoop,21.7,Onsite,bengaluru
Bigtapp Analytics,"chennai, bengaluru,bengaluru",postgraduate,"data migration, dataops, datastage, big data, data ops, data warehousing, informatica, performance tuning",contract,760591.0,5-6,ETL Data Engineer - Big Data/SSIS/Talend,5.0,6.0,Senior,8,data migration,7.61,Onsite,chennai
ORMAE (Operations Research Machine learning & Analytics Experts LLP),"bengaluru,bengaluru",undergraduate,"spark, apache hadoop, airflow, redshift, rds, apache spark, emr, java",contract,1695983.0,1-2,Data Engineer,1.0,2.0,Entry,8,spark,16.96,Onsite,bengaluru
Anicalls,"bengaluru,bengaluru",undergraduate,"cicd, unix, verbal, airflow, netezza, python, pyspark, aws",full-time,950469.0,1-3,AWS Data Engineer,1.0,3.0,Mid,8,cicd,9.5,Onsite,bengaluru
ACL Digital,bengaluru,undergraduate,"informatica, teradata, python, oracle, etl, spark, scala, it skills",full-time,1221726.0,4-5,ETL Data Engineer,4.0,5.0,Mid,8,informatica,12.22,Onsite,bengaluru
MediBuddy,"bengaluru,bengaluru",undergraduate,"health insurance, automation, data migration, data management, iso, mysql, wellness, monitoring",full-time,1538536.0,7-8,Data Engineer,7.0,8.0,Senior,8,health insurance,15.39,Onsite,bengaluru
Glance IT Solution,"bengaluru,bengaluru",postgraduate,"hdfs, hive, nosql, communication, performance oriented programming, pig, zookeeper, multi threading",full-time,808393.0,1-5,SDE IV - Data Engineer,1.0,5.0,Mid,8,hdfs,8.08,Onsite,bengaluru
